ENVIRONMENTAL PROTECTION DEPARTMENT HONG KONG SPECIAL ADMINISTRATIVE REGION (CHINA) Hourly AQHI (June 2021)
Note:
1. The EPD has been reporting AQHI for individual stations on an hourly basis since 30.12.2013
2. Empty cells mean that AQHI data are not available for that period.
3. The AQHI information is based on raw data taken directly from EPD's Air Quality Monitoring Network.
"4. In case of station or equipment suspension due to maintenance, the data collection for calculation of AQHI at station will be affected, the data of a most similar station will then be adopted. Such AQHI will be marked with an asterisk ()."
			
Date,Hour,Central/Western,Southern,Eastern,Kwun Tong,Sham Shui Po,Kwai Chung,Tsuen Wan,Tseung Kwan O,Yuen Long,Tuen Mun,Tung Chung,Tai Po,Sha Tin,North,Tap Mun,Causeway Bay,Central,Mong Kok
,15,2,3,3,2,3,3,3,2,3,3,2,3,2,2,3,3,3,3
,16,2,3,3,2,3,3,3,2,3,3,2,3,2,2,,3,2,3
,17,2,3,3,2,3,3,3,2,2,3,2,2,2,2,,3,2,3
,18,2,3,3,2,3,3,3,2,2,3,2,2,2,2,,3,2,3
,19,2,3,3,2,3,3,3,2,2,3,2,2,2,2,,3,3,3
,20,2,3,3,2,3,3,3,2,2,2,2,2,2,2,1,3,3,3
,21,2,3,3,2,3,3,2,2,2,2,2,2,2,2,1,3,3,3
,22,2,2,2,2,4,3,2,2,2,2,2,2,2,2,1,3,3,3
,23,2,2,2,2,4,3,2,2,2,2,2,2,2,2,1,3,3,3
,24,2,2,2,2,3,3,2,2,2,2,2,2,2,2,1,3,2,2
,Daily Max,3,3,3,3,4,3,3,2,3,3,2,3,2,2,3,3,3,3
2021-06-03,01,2,2,2,2,3,3,2,2,2,2,2,2,2,2,1,3,2,2
,02,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2
,03,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2
,04,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,05,2,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2
,06,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,07,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,08,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
,09,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
,12,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
,13,2,2,3,3,2,2,2,2,2,3,2,2,2,3,2,3,2,3
,14,2,2,3,3,2,2,2,2,3,3,2,3,2,3,2,3,2,3
,15,2,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,2,3
,16,3,3,3,3,3,2,2,3,3,3,2,3,3,3,3,3,3,3
,17,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
,18,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
,19,3,3,3,3,3,3,3,2,3,3,2,3,2,3,3,3,3,3
,20,2,2,3,2,3,3,3,2,3,2,2,3,2,3,2,3,3,3
,21,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,3
,22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
,23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,Daily Max,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
2021-06-04,01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,03,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,04,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,06,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,07,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,08,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
,09,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,11,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,12,2,3,3,2,3,3,2,2,2,3,2,2,2,2,2,3,3,3
,13,3,3,3,3,3,3,3,2,3,3,2,3,2,2,2,3,3,3
,14,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
,15,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3
,16,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3
,17,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,4
,18,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,4
,19,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4
,20,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
,21,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
,22,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3
,23,3,3,3,3,3,3,3,2,3,3,3,3,2,2,3,4,3,3
,24,3,3,3,2,3,2,2,2,2,3,3,3,2,2,3,4,3,3
,Daily Max,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4
2021-06-05,01,2,3,3,2,2,2,2,2,2,3,3,3,2,2,3,3,3,2
,02,2,3,3,2,2,2,2,2,2,2,2,3,2,3,3,3,3,2
,03,2,2,3,2,2,2,2,2,2,2,2,3,2,3,3,3,3,2
,04,2,2,3,2,2,2,2,2,2,2,2,3,2,3,3,3,3,2
,05,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
,06,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2
,07,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
,08,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2
,09,2,3,3,3,2,2,2,2,3,3,2,3,2,3,3,3,3,3
,10,3,3,3,3,3,2,2,3,3,3,3,3,3,3,3,4,3,3
,11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
,12,3,4,3,3,3,3,3,3,4,4,3,4,3,4,4,5,4,4
,13,4,4,4,4,4,4,4,3,4,4,3,5,4,5,4,5,4,4
,14,5,5,4,4,5,4,4,4,5,5,4,6,4,6,5,5,5,5
,15,5,5,5,5,5,5,5,5,6,6,5,6,5,6,6,6,6,6
,16,6,6,6,6,6,6,6,5,8,8,6,7,6,8,6,7,6,7
,17,6,7,6,6,7,7,8,6,9,9,6,8,6,9,6,7,6,7
,18,7,8,7,7,8,8,8,6,10,9,7,9,7,10,7,8,7,8
,19,8,8,7,7,8,8,8,7,9,9,7,10,8,10,8,8,7,8
,20,8,8,7,8,8,8,8,7,8,8,7,9,8,9,8,8,8,8
,21,7,7,7,7,7,7,6,6,7,7,6,8,7,7,7,8,7,7
,22,6,6,6,6,6,6,5,5,7,7,5,6,6,6,6,7,6,7
,23,6,5,6,6,6,5,5,5,6,7,4,5,5,5,5,6,6,7
,24,7,5,6,6,6,5,5,5,6,7,4,5,5,5,5,6,6,6
,Daily Max,8,8,7,8,8,8,8,7,10,9,7,10,8,10,8,8,8,8
2021-06-06,01,7,5,6,6,6,5,5,5,5,7,4,5,4,5,5,6,6,7
,02,7,5,6,6,6,5,5,5,5,7,4,5,4,5,4,6,6,6
,03,7,5,6,6,6,5,5,5,5,7,4,5,4,5,4,6,6,6
,04,7,5,6,6,6,5,6,5,5,6,4,6,5,5,5,6,6,6
,05,7,5,6,6,6,6,6,6,5,6,4,6,5,5,5,5,6,6
,06,6,5,6,6,6,6,5,6,5,6,4,5,4,5,6,5,5,6
,07,6,5,6,6,6,5,5,5,5,6,4,5,4,4,5,6,5,6
,08,6,5,6,5,6,5,5,5,5,5,3,5,4,5,5,6,5,6
,09,6,5,6,6,6,5,5,5,5,5,4,5,5,5,5,6,6,6
,10,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,7,6,6
,11,7,7,7,7,6,6,6,6,7,7,5,7,6,6,7,7,7,7
,12,8,8,7,7,7,7,7,7,8,8,7,7,7,7,8,8,7,7
,13,8,8,8,8,8,8,8,7,9,9,8,8,7,8,9,8,8,8
,14,9,8,8,8,8,8,9,8,9,10,8,8,8,8,9,8,8,8
,15,9,8,8,8,8,9,9,8,9,10,8,8,8,8,9,9,8,8
,16,9,8,8,8,9,9,9,8,10,10,8,9,9,9,8,8,8,8
,17,9,9,8,8,9,9,9,8,10,9,8,9,9,9,8,8,8,8
,18,9,9,8,8,9,9,9,8,10,9,8,9,9,9,9,8,8,8
,19,9,9,8,9,9,9,9,9,9,9,8,9,9,9,10,9,8,9
,20,9,9,8,9,9,9,8,9,9,9,8,9,9,9,9,8,8,9
,21,8,8,8,8,9,8,8,8,8,8,7,9,9,9,8,8,8,8
,22,8,7,7,7,8,8,8,6,8,8,7,8,8,8,6,7,7,8
,23,6,6,6,5,7,7,7,5,7,7,6,6,7,7,5,6,6,6
,24,5,5,5,5,5,6,6,4,6,7,6,5,5,5,4,5,5,5
,Daily Max,9,9,8,9,9,9,9,9,10,10,8,9,9,9,10,9,8,9
2021-06-07,01,5,5,5,4,5,5,5,4,5,6,6,5,5,5,4,5,5,5
,02,5,5,5,4,5,4,4,4,5,5,5,4,5,4,4,5,4,4
,03,4,5,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4
,04,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,05,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,06,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,07,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,08,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,09,4,4,4,3,4,4,3,3,4,4,3,4,4,4,3,4,4,4
,10,4,4,4,3,4,4,3,4,4,4,3,4,4,4,4,4,4,4
,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4
,14,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4
,15,4,5,5,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4
,16,4,5,5,4,4,4,4,4,4,5,4,4,4,4,5,5,4,4
,17,4,5,5,4,4,4,4,4,4,5,4,4,4,4,5,5,4,4
,18,4,5,5,4,4,4,4,5,4,4,4,4,4,4,5,5,4,4
,19,4,5,5,4,4,4,4,5,4,4,4,4,4,4,5,5,4,5
,20,5,5,5,4,5,4,4,5,4,4,4,4,4,4,5,5,5,5
,21,5,5,5,4,5,4,4,4,4,4,4,5,5,4,5,5,4,5
,22,4,4,5,4,4,4,4,4,4,4,4,5,4,4,5,5,4,4
,23,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,5,4,4
,24,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4
,Daily Max,5,5,5,4,5,5,5,5,5,6,6,5,5,5,5,5,5,5
2021-06-08,01,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,02,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,03,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4
,04,4,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4,4
,05,4,4,4,4,4,3,3,4,3,4,3,4,4,4,3,4,4,3
,06,4,4,4,3,4,3,3,3,3,3,3,4,3,3,3,4,3,3
,07,3,3,4,3,3,3,3,3,3,3,2,4,3,3,3,4,3,3
,08,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3
,09,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3
,10,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,4,4,3
,11,3,3,4,3,3,3,3,3,3,3,3,4,3,4,3,4,4,4
,12,4,4,4,3,4,4,4,3,4,3,3,4,4,4,3,4,4,4
,13,4,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4,4
,14,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,4
,15,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4
,16,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4
,17,4,4,4,4,4,4,4,4,4,5,3,4,4,4,4,4,4,4
,18,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4
,19,4,4,4,3,4,4,4,3,4,4,3,4,3,4,3,4,4,4
,20,3,3,4,3,4,3,3,3,3,4,3,4,3,4,3,4,4,4
,21,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,22,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,23,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3
,24,3,3,3,2,3,2,3,2,3,3,2,3,3,3,3,3,3,3
,Daily Max,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4,5,4,4
2021-06-09,01,3,3,3,2,3,2,3,2,2,3,2,3,3,3,3,3,3,3
,02,3,3,3,2,3,2,2,2,2,3,2,3,2,3,2,3,2,2
,03,2,2,3,2,3,2,2,2,2,3,2,3,2,2,2,3,2,2
,04,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
,05,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,06,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,07,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,08,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,09,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,10,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,11,3,3,3,3,3,2,2,2,2,3,2,3,2,2,2,3,3,3
,12,3,3,3,3,3,2,2,2,3,3,2,3,2,3,3,4,3,3
,13,3,3,3,3,3,3,2,3,3,3,2,3,3,3,3,4,3,3
,14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
,15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
,16,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3
,17,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3
,18,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,3,3
,19,3,3,3,2,3,3,3,2,3,3,2,3,3,3,3,3,3,3
,20,2,3,3,2,3,2,2,2,2,3,2,3,2,3,2,3,3,3
,21,2,2,3,2,3,2,2,2,2,3,2,2,2,3,2,3,2,3
,22,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
,23,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,Daily Max,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3
2021-06-10,01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,03,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,04,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,06,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,07,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,08,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,09,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,11,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,12,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3
,13,2,2,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,14,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,15,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,17,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,Daily Max,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3
2021-06-11,01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,03,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,04,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,06,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,07,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,08,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,09,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,12,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,13,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,3,3,2
,14,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,3,3,3
,15,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,16,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,17,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,18,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,19,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
,20,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
,21,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,22,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,Daily Max,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,3,3,3
2021-06-12,01,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,02,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,03,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,04,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,05,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,06,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,07,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,08,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,09,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,10,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,11,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,12,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,2
,13,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,14,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,15,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
,16,2,2,3,2,3,2,2,2,2,3,2,2,2,2,2,3,2,3
,17,2,2,3,3,3,2,2,2,2,3,2,2,2,2,2,3,2,3
,18,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
,19,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
,20,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
,21,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
,22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3
,23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,Daily Max,2,2,3,3,3,2,2,2,2,3,2,2,2,2,2,3,3,3
2021-06-13,01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,03,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,04,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,06,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,07,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,08,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,09,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,11,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,12,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,13,2,2,3,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2
,14,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
,15,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
,16,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
,17,2,2,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3
,18,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,19,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,21,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,22,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,23,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,24,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,Daily Max,2,3,3,2,3,2,2,2,2,3,2,2,2,2,2,3,2,3
2021-06-14,01,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,02,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,03,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,04,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,06,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,07,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,08,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,09,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,10,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2
,11,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2
